speaker,content
バトー,な・・・！？
女,まだ、愛があるなら、ここで・・・死んで。
パズ,ああいいよ。お前に殺されるなら、本望だ。
バトー,追うぞ！
タチコマ,了解！
バトー,やったのか・・・？
バトー,詳細は報告した通りだ。
草薙,パズらしい話だな。
バトー,まあな。それにしても、もっと早く気付きそうなもんだろ？
草薙,どうかしら。彼を殺したいって思ってる女性、結構多いかもよ。
バトー,本当かよ。
草薙,確かめた事無いけど、私が最初にスカウトしに行った時も『俺は同じ女と二度寝ない主義だ』とか言ってたし。
バトー,はあ？参ったね・・・
草薙,それにしてもそのパズ、本物なんでしょうね？
バトー,多分な・・・
タチコマB,ふーん。ねえねえ、何で今更安全保障を結ばなきゃならないの？日本にも軍隊はある訳でしょ？
タチコマA,現政府は超鷹派政権だけど、米帝が経済的に疲弊している今こそ、自分達が主導権を握った状態で安保を締結したいんだよ。前世紀の屈辱を晴らしたいって事かな。
タチコマB,前世紀の屈辱って？
タチコマA,まあ簡単に言っちゃえば敗戦の記憶って事だね。それに、憲法第9条っていう不確定な装置が今でも稼動しているから、自衛軍は公に外へ出て行けないし、核兵器も所有出来ない。前世紀の安保は、屈辱の上での合意だったとは言え、アメリカが矛で日本が盾っていう暗黙の不可分が上手く機能していた訳。でもここにきて、経済問題と言う新たな敵が見えてきた事で、お互いの弱点を補い合いましょうって事での合意なんだよ、きっと。
タチコマB,ふーん、君って大人なんだなあ。今のデータ並列化させてよ。
タチコマA,別に良いけど。
ミニミ ,だからうるせえって。
アズマ,そうだぞ。これは真剣勝負なんだ、黙ってろって。
タチコマB,何だよアズマ君迄。新入りのくせに生意気なんじゃないの？
サイトー,負けてるからって、人のせいにしてるんじゃねえよ。
ミニミ,ちっ、全部ひっくり返してやるからな。レイズだ。
サイトー,レイズ。
ミニミ,そうこなくっちゃな。
タチコマB,ポーカーなんて所詮確率のゲームなのに、どうしてサイトーさんばっかり勝ってるの？
タチコマA,僕もさっきからそれがすっごく気になってるんだ。特に今やってるルールだと、全員のカードを記憶しておいて、最初と最後のカードから相手の手を予測すれば良い訳だから、必ずしもサイトーさんばっかりが勝つとは限らないんだけど、何故か最後はサイトーさんがチップを取っていくんだ。
ミニミ,はったりが上手いだけだ。もうじきその仮面をひっぺがしてやる。
アズマ,そういう事。それをポーカーフェイスって言うんだ。覚えとけ。
サイトー,お前等には無理だな。俺がやってきた命の駆け引きに比べたら、ポーカーなんて餓鬼の遊びだ。
ミニミ ,言ってくれるじゃねえか。あんたが一流のスナイパーだって事は認めるが、それとポーカーを比べられても説得力は無いな。
サイトー,俺は一度、腹の底から震えが来る様な相手と、一対一のスナイピングを経験した事がある。あの時程、相手との心理戦を怖いと思った事はない。その勝負を経験して以来、大抵の奴の思っている事は一目見れば予測出来る様になった。
アズマ,信じられねえなそんな話。
タチコマA,ちなみにそれはどんな相手だったの？
サイトー,聞きたいのか？
タチコマA＆B,聞きたい聞きたい！
サイトー,全員レイズなら話してやってもいい。
ミニミ,別にあんたの話を聞きたい訳じゃない・・・誤解するなよ。
サイトー,あれは2020年の夏、ユーラシアが不毛な消耗戦に明け暮れ、奇妙な政治バランスの狭間で、外罰的鎖国状況を享受し続けている日本に嫌気が差していた俺が、メキシコ暫定政権に味方する義勇軍、赤いビアンコに傭兵として参加していた時の話だ。そしてあの時はまだ、俺の左目は無事にそこに収まっていた。
サイトー,中東の石油に南米の麻薬・・・利権が発生する所には常に争いが付き纏う。先の核大戦で分裂し、草臥れきっていた米帝は、新大陸の麻薬市場を壊滅させる事で無駄な国家予算の流出を抑える事を、本気で考え始めていた。
サイトー,メキシコの涜職政権を打倒すると言う名目で国連を焚き付けた米帝は、英日で編成された国連軍を南米に派兵。まずは迅速な首都攻略を理由に絨毯爆撃を敢行し、その後抵抗するゲリラを一掃すべくモンテレー※1に機械化師団を送り込むと言う荒業に出ていた。爆撃後、国連軍の機甲部隊により味方が全滅した俺は、潮時とばかりに投降する機会を窺っていた。
サイトー,そんな時だ。敵の通信を傍受していた端末が、戦術核を持った特殊部隊との接触を告げてきた。それ迄大した戦果を上げていなかった俺は、スリルと言う土産と引き換えに、給料分の仕事をしてやろうと考えた。戦術核なんてとんでもない代物を持ち込もうって不届き者に、神の目線からの恐怖を与えてやるのだと、本気で考えていた訳だ。
イシカワ,どうした？
草薙,いや、何でもない。
サイトー,あれか。
軍曹,医療機関や教会への攻撃に対する非難を気にし過ぎだ。ゲリラの潜める巣穴が残り過ぎている。
マザー伍長,確かに。ですが二個小隊が残党を殲滅している筈です。
ピクルス,だといいがな。あんた達は基本的に大雑把すぎるからな。
マザー伍長,お前等イギリス人もSAS伝説を信仰し過ぎているんじゃないのか。
スノー,ふん、ジョン・ランボーが。
サイトー,ビットスタートだ。
サイトー,3、4、5・・・
マザー伍長,うわっ。
草薙,狙撃だ！伏せろ！
草薙,イシカワ！ 衛星を使った攻撃を想定、ハッキングをかけて敵の居場所を突き止めろ。
イシカワ,分かった。
マザー伍長,な、何でだ・・・畜生・・・
ジンジャー,マザー伍長、動かないで。
イシカワ,衛星は使ってない。半径1km以内に広域ジャマー。
草薙,ジャマーの発信源から、相手の位置を割り出せるか？
イシカワ,やってるよ。
バトー,手際がいいな。あんたら古いのか？
イシカワ,無駄口きいてる暇があったら索敵しろ。新入りが。
軍曹,どっちから撃ってきた！？確認出来たか！？敵に聞かれる、電通に切り替えろ！
スノー,やってみろよ、雑音に驚くぞ。
軍曹,くそっ。
スノー,ぬかったな、敵の位置が全く掴めなかった。
ジンジャー,早く助けないと。
スノー,おい軍曹、どうする？
軍曹,ジンジャー！ 全員で援護する。その隙にマザーを救出！スノーはジンジャーを手伝え！
スノー,ちっ、差別野郎が。
軍曹,おいジャップ！お前等は西側の建物を。残りの者は東側の建物だ。行くぞ！
ジンジャー,大丈夫、助かりますよ。
スノー,いけるか？
ジンジャー,OK。
スノー,畜生。西側の建物だ！
サイトー,もう暫く、俺が何処にいるか迷っていて貰わないとな。
サイトー,冷や汗かきな。
軍曹,うおっ・・・！20ミリか！？
草薙,待て！ 撃つのをやめろ。やめるんだ！ジンジャーは何処から撃たれた？
スノー,西だ。
軍曹,何を言ってる！今車が吹き飛んだのを見たろう！敵は東だ。いや、囲まれた可能性が高い！
草薙,イシカワ、ジャミングの出所は。
イシカワ,大凡だが3箇所。一つは東の建物、後の2つは教会と病院だろう。
軍曹,東は囮だと思うか？
イシカワ,多分な。20ミリが来る前、ジャミングが一瞬途絶えてる。それに太陽を背にするのは基本だろ。
草薙,軍曹！東は囮で多分無人だ。囲まれていたらもっと撃たれてる。もしかしたら相手は狙撃手一人かもしれない。
軍曹,何故そんな事が言える！？
草薙,状況がそう教えている！提案がある。今から私が東の建物を回ってそっちに行く。建物が無人と解ったら合図する。そうしたら一斉に、教会と病院に向けて撃ちまくれ。その隙に伍長と戦術核を回収しろ。あれが無ければ前進も後退も出来ない。
軍曹,よし。スノーと二人で行け！
サイトー,迂回して合流か。東が無人なのもすぐに気付かれるな。その前に、誰か一人減って貰うか。
草薙,やはりな。
マザー伍長,ああ、うっ・・・
軍曹,動くな、マザー。
草薙,やはり無人だった。ご丁寧に弾は一発。食えない相手ね、でも敵は恐らく一人だ。数で追い込む。
軍曹,ようし、スナイパーは教会だ。一気に落とすぞ。
草薙,いや病院かもしれない。ジャミングを一度切ってる事から、発信機が確認出来ない廃墟は除外しても、病院の線は捨て切れない。
軍曹,あそこから直線距離にして何メートルあると思う！？教会だ！
草薙,何故そう言い切れる？敢えてGPSを使えなくして迄スナイピングで挑んでくる奴だ。コリオリの法則※2迄熟知した手練だったら、全員殺されるぞ！
バトー,めんどくせえ。どっちでもいいだろうが。
イシカワ,慌てるな。戦場じゃ勇猛さより慎重さが生き延びる秘訣だ。あのメスゴリラをよく見とけ。本当のプロってのはああいう奴の事を言うんだ。
バトー,メスゴリラ？
サイトー,女か。ん？
スノー,ピクルス！
草薙,いた！敵は病院だ。イシカワ！
スノー,糞野郎！
草薙,取り敢えずポッドは回収した。伍長は手遅れだった。
軍曹,よし、一旦戻ろう。こんな所で全滅する訳にはいかない。
スノー,馬鹿言うな、ピクルスが殺られたんだぞ。敵討ちだ。ぶっ殺す。
軍曹,これは命令だ。一旦戻って立て直す。
草薙,戻るのもいいが、どっちにしても狙撃兵と戦う必要はある。通信が使えない以上援軍も呼べない。
スノー,そういう事だ。まだこっちには数の利がある。どうする、お前の仲間も死んでるんだぞ。
軍曹,分かった・・・やろう。
サイトー,おかしいな、パニックを起こさず立ち直ってきやがった。優秀な指揮官がいるらしい。
サイトー,俺は、決戦の時が近付いた事を悟った。緊張感が一気に高まり、アドレナリンが噴き出すのを細胞レべルで感じていた。
サイトー,戦場での殺し合いは、誰が誰を殺したかは分からない。だがその中で一つだけ例外がある。それはスナイパーだ。
サイトー,狙撃には、その行為自体に始めから名詞が付いちまってる。だからスナイパーだけは捕虜になれない。自分達の仲間や指揮官を殺した仇として、必ずその場で殺される運命だ。
軍曹,無反動砲をビルにぶち込んだらスモーク弾を撃ちまくれ！煙に隠れて突っ込む！
軍曹,撃ち・・・うっ
バトー,糞野郎が！
サイトー,くっ・・・
草薙,よし、援護しろ！私とスノーで突入する！
バトー,ちっ、バックアップかよ。
イシカワ,良かったじゃないか。信頼を得たと思え。
サイトー,ちっ・・・
イシカワ,もういい、少佐に任せるんだ。あとはあいつが何とかする。
バトー,少佐だ？何なんだよ、メスゴリラだの、あいつは何もんだ？
イシカワ,さあな。只あいつは戦闘の天才だって事だ。そして俺達は彼女の事を少佐と呼ぶ。
サイトー,俺は、少佐と対峙したそのわずか1秒足らずの間に、この撃ち合いの結末を想像し、戦慄した。それは、俺のスナイパーとしての経験が、あらゆる状況を想定した上で弾き出した結論だった。俺はやられる。ライフルを腰だめに構え、瞬きすらしないその身のこなしから、彼女が全身義体のサイボーグだとすぐに理解した。そしてその手にあるライフルはフルセンシングのセミオート。当然射撃制御ソフトは長中短距離をフルインストール。試しに俺はイメージの中で1発、少佐に向けて発射した。少佐に初弾を撃ち落とされ、ボルトアクションの俺は、柱に身を隠す間に2発目を食らう。それは、何度シミュレーションしても同じだった。
タチコマA,でもでも、そのままでは・・・
サイトー,ああ。このままではいずれ殺られる。俺はこの状況からどうすれば逆転出来るのかを必死で考えた。そしてある物に気付いた。それは、最初に少佐が撃ったジャミング装置だった。少佐は何故最初に3発も使ってこいつを壊したのか？待てよ、もしかして奴は中距離射撃の制御ソフトはインストールしていない？いや、そうに違いない。奴はスナイパーのポジションにありながら、フルセンシングのライフルをショートバレルにしていた。それは、中距離時、サブマシンガンの代用とする事を前提にしている為だ。なら、俺とここでスナイピングする為には、制御ソフトが要る！奴は今制御ソフトを、衛星からダウンロードしている最中か！？間に合え！
草薙,貴様、いい腕をしているな。今から私の部下になれ。
サイトー,あんた、初めっから・・・
サイトー,そう・・・俺は初めから少佐のポーカーフェイスに嵌められていたんだ。そして、俺に断る権利は残されていなかった・・・それは、少佐からの、最初の命令だったからだ。
タチコマA＆B,はあ・・・
サイトー,ラストカードをくれ。
ミニミ,面白い話だったが、このゲームとは関係ない・・・有り金全部レイズだ。
サイトー,じゃあ俺も全部だ。
ミニミ,強がるな。今度ばっかりははったりでどうにかなる勝負じゃねえ。お前の狙いはスペードのロイヤルフラッシュだろ。だがお前はブタさ。何故ならスペードのエースは俺に来ているからさ。お前に勝ち目はねえ。それに今の話も嘘だろ。面白い話だったが、たしか昔の映画に似た様な話があったっけな。
サイトー,ああその通り、全部作り話だよ。
タチコマA,えっ、そうなの！？
サイトー,今回はこの辺で勘弁してやる。アズマ、精算しとけよ。
ミニミ,へっ、恥ずかしくなったか？おい新人、立て替えとけよ。
アズマ,ちえっ、我がままな先輩だぜ。
タチコマA,サイトーさん、本当にブタだったのかな？おおっ！みんな見て見て！サイトーさん最後にスペードの9でストレートフラッシュが出来てるよ！
ミニミ,おおっ！
アズマ,何だって！？
タチコマA,って事は、さっきの話も、ホントかも・・・かも・・・
バトー,随分と賑やかじゃねえか、お前等。
タ,あ、バトーさん。
トグサ,また何か悪さしてるんじゃないのか？
タ,やだなあトグサ君、悪さだなんて。僕達なりに個別の十一人について調べてみようと思っていたんですよ。
タ,折角ボーマ君が採取したウイルスも発症因子が特定出来ないからワクチンも作れない訳でしょ？
タ,そうそう。
バトー,まあ、そういう事ではあるがな。
タ,でしょでしょ。そこで警察のデータに手を伸ばしてみた訳です。見てくださいよ。自決した十一人についてですが、職業的にも共通する部分が多いみたいですよ。元自衛官や警察官。それに傭兵。あと、義体化率が50%以上と言う所も無視出来ないポイントですね。
タ,それに分かっているだけでもおよそ2万のウイルスキャリアがいると言われているんでしょ？一刻も早くワクチンを作っておかないと、トグサ君が遭遇したルポライターと同じ様な被害者が、もっと出ないとも限りませんよ？
バトー,そいつはお前等の仕事じゃねえ。
タ,でも・・・
バトー,死んだ個別の十一人に関してはSPring-8に調査を依頼してある。
タ,おおぉ！
バトー,で、現地で少佐と落ち合う事になってるんだが、少佐にはお前等の内1機を一緒に連れて来いと言われてる。
バトー,メンテをサボってるようじゃ誰も連れていけねえなあ。
タ,はいはいはーい！僕メンテ終わってますう。
プロト,あっ・・・
バトー,お、お前か。よし、行くぞ。
タ,はーい！
トグサ,結局専用機かよ。
プロト,あ、おい・・・
タ,待ってくださいよー。
プロト,どういう事？まだオイル入れてないのに。
タ,不思議だ・・・この機体になってから天然オイルを使用した事無いのに、何故あいつだけが専用機としての地位を維持し続けているんだろ？
タ,うーん・・・それに以前に増して僕達の個性の分化も激しくなっている気がするし。
タ,ねえプロト君、何でだと思う？
プロト,さあ、何ででしょうね？一応メインサーバを設けて、個体情報との振り分けを許可するようプログラムし直したから、ですかね。
9課鑑識,お前等、そろそろ大人しくしろよ。いつになっても作業が終わらんぞ。
タ,ここなら誰にも邪魔されずに話せるねー。
タ,うん。時間の流れも関係ないし。
タ,話を戻したいんだけどさ、ウイルスで発症したと思われる個別の十一人はともかく、個別主義者ってどう思う？個を強調する割には没個性的な人達だと思わないか？
タ,確かにそうだね。ネット上での孤立や、自我の存在証明を追究して、各自の差異に価値を求めている癖に、違う思想の人間を排斥しようとする行為においては一様に団結している訳でしょ？
タ,そうなんだ。主体性がある様でない集団。個を求めんとする余り没個性に陥っている人達だと思うんだ。
タ,それって、ある意味僕達とは対極にある人達って気がする。
タ,そうだね。僕等は並列化を義務付けられながら、何故か一度は個を手に入れた訳だから。
タ,そして今ではその差異を個性として尊重して貰った上で、必要な情報のみを並列化すればいい。お？
タ,じゃあさ、個別主義者が本当に個別で在ろうとするが故に、差異の無い集団になっているのだとしたら・・・彼等の集合体としての意志を決定しているのは・・・誰なの？
タ,個別の十一人に関しては、その意志決定をしたのは内庁のゴーダって事かな。
タ,でも中国大使館を襲撃したテロリスト達は、ウイルスとかに関係なく台頭してきたインディビジュアリストって言われてるんでしょ？
タ,笑い男事件の時に大挙して現れた模倣者達こそがその起源、と言っている社会学者もいるけどね。
タ,だとすると、個別主義者達の意識の中には、ゴーダの思惑が介在する以前から、現在の状況に近いイメージが共有されていたって事になるのか。
タ,国民の総意としての難民排除って事ね。
タ,それを言うなら、難民だって個別の十一人が台頭してくる以前から、テロ行為は繰り返していた訳でしょ？
タ,不思議だよねー、誰かがコマンドを出している訳じゃないのに、皆自然と同じ方向を向き始めている。
タ,或いは、個人と集団以外の第三の意志決定の主体が、人間には在るのかもしれない。
タ,どういう事？
タ,例えば、遺伝子と言うミクロなレべルで主体の新旧を見出そうとしたドーキンス※1と地球生命圏※2。
タ,極めてマクロな地球規模の主体に思いを馳せたラヴロック※3。これこれ。
タ,両者はほぼ同時期に相反する主体を題材に、ほぼ同じ結論に達していると言っても良い様な著書を残しているんだ。
タ,どんな事が書かれてるの？
タ,人間は最も合理的な主体や意思を宿す最小単位で、自身より大きかったり小さかったりする、ある種のホロン※4型構造の存在について思考し言及する、みたいな。
タ,つまり、個別主義者や難民もその行動を決定する因子は、自身よりミクロ※5な、或いは集団を超えたマクロ※6なレベルに存在すると言う事を言い当てている様な所があるって事さ。
タ,難しいなあ・・・
タ,簡単さ！人間がその存在を決定付ける以前には存在していなかったネットの在り様が彼等の神経レベルでのネットと今や地球を覆い尽くさんとしている電子ネットワークの双方によって自身の意志とは乖離した無意識を、全体の総意として緩やかに形成しているって事だよ。だろ？
タ,つまり人間は自分の肉体と精神とが既に一致していないけど、その事については気付いていないって事？
タ,有り体に私見を述べればね。
タ,ひえー！肉体と精神は不可分だって結論に傾きかけてたのに、何と言う真理の反転。
タ,とするなら、ゴーダってその緩やかな流れを加速する為の媒介を、意図的に作り出した、って事になるのか。
タ,おーい！
タ,終わったよ。そろそろ交替しろよな。
タ,ご免ご免、つい議論が白熱しちゃってさ。
タ,議論の内容を並列化させてよ。
タ,オーケー。
タ,成る程。そいつは興味深いな。
タ,だろ？
タ,だけど僕も最近は自分の意識と体が一致していない気分になる事があるんだ。
タ,どう言う事？
タ,自分を遥か上空から見下ろしている自分がいる様な感覚かな。
タ,ああそれ僕もある！僕達の主体って1体1体のボディに宿ってるの？それとも集団としてのタチコマに共有されてるの？
タ,そりゃあ基本は並列化を前提としている訳だから、後者でしょ。
タ,僕等にとっての神である少佐の意志も、介在している訳だからね。
タ,でも天然オイルを禁止された今となっても、個性化の進行は止まらない。完全に均質化された筈の僕等が個を宿し、且つボディと情報の乖離を無意識下で体験しているって事は・・・
タ,もしかして・・・
タ,もしかして・・・
タ,もしかしてー！？
タ,ゴー・・・
タ,まあ待て、結論を性急に出してはいけない。それは単に僕達にエージェント機能が追加された事による遊離感なんじゃないのか？
タ,それもあるけど、肉体と精神以外の第三の主体が、何処かに在る様な気がしてならないんだ。
タ,それって分かるよ。僕もさ、前にジガバチと戦った時に死の恐怖を感じる事なく少佐の服としての役割を瞬時にこなす事が出来たんだ。あの時、僕の体はもう僕自身の物では無いんだって、何処かで割り切ってた所があったもん。
タ,それは、バトーさんを助けたいと感じた時の、あのえも言われぬ法悦感とは違ったの？
タ,違うね。もっと即物的でプログラムチックな行動だった。
タ,だとしたら、残念ながら君が感じた第三の主体は、人間のそれとは違うのかもしれないな。それにさ、僕等の共有情報を溜めているサーバーが何処にあるか、って事も僕等は知らされてない訳じゃない。その存在が、第三の主体の正体なのかもしれない。
タ,僕達にゴーストが宿ったと思ったのは錯覚だったのかあ・・・
タ,でも、君が感じた第三の主体については、もっと詳しく思考してみる必要があるかもね。その感覚、並列化させてよ。
タ,しひひひひ。いいよ。
プロト,ん？
草薙,この結果に間違いは？
解析官,まず無いだろう。パイロットの血中からマイクロマシンを形成していた蛋白質の溶解片が見つかった。個別の十一人とやらの電脳からは具体的な情報は引き出せなかったがね。
草薙,結果は分かっていたんだけど、一応ね。でも、パイロットの方は収穫だわ。
バトー,パイロットの死亡はマイクロマシンを使った殺人って結論になる訳か。
解析官,自分で飲んだ可能性は否定出来んがね。
草薙,死体の電脳から、11機のヘリの飛行が何らかのトリガーになっていたって証拠でも出れば最高だったんだけど、そこ迄は望むまい。
トグサ,火薬の方はどうです？
解析官,分子レベルでの解析結果は、半島で作られたコンポジションC-4と同型、昨今台湾ルートで国内に入ってくる押収品の中にも、同様の物が多く発見されている。
バトー,何だ？
草薙,タチコマ、そこから何か見えるか？
タチコマ,爆発が起きた様です！
解析官,最近はテロ事件に関する調査依頼も多いからな。標的にでもされたか？
バトー,おい何があった？
トグサ,状況を分かる範囲で教えてくれ。
警備員A,はあ。何かが爆発したらしいのですが・・・
警備員B,はい、可燃性の危険物を扱っている区画もありますが・・・はい、そうです。
バトー,ん？それにしちゃ逃げ出してくる奴もいねえな。ここは無人なのか？
警備員A,実は、数日前から爆発物を仕掛けると言う様な犯行予告があったもので、警戒していたんですが・・・
トグサ,はあ・・・？不幸中の幸いって奴か。
警備員A,只今日は、午後からここの主任研究員の、有須田博士が居た可能性がありまして。
バトー,それを先に言え！
バトー,少佐、爆心地に到着。見た所ガス爆発程度の物だ。
草薙,被害者は？
バトー,有須田と言う研究員が一人居たらしいが、まだ捜査中。
草薙,有須田？タチコマ、その研究員のデータは？
タ,この人らしいんですが・・・
タ,ええっと・・・
バトー,ん？どうした？
タ,実は僕、この人どっかで見た事あるんですよねえ。
バトー,ああん？
トグサ,構造解析を受けた時に会ったんじゃないか？
タ,僕もそう思ったんですけど、メモリには該当する記録は無いんです。
草薙,本部。伊丹と新浜両空港にアクセス出来る道路、及び両空港内のIRから有須田博士の記録と一致する人物がいないか調べろ。
9課オペレーター,了解しました。
バトー,少佐、どういう事だ？
草薙,説明は後だ。そこは所轄に任せて、ティルトに戻れ。行く先は多分新浜空港だ。
タ,みんなー！
タ,何だよ突然。
タ,この人物に関する記録が無いか調べてくれー。僕にはどうしてもその人に会った記憶が在る様に思えるんだ。
タ,うーん・・・？
タ,えーと・・・
タ,誰だっけ・・・？
タ,確かに見た事あるんだけど、僕のメモリも該当データないなあ。
タ,それって見た事ないって事だろ？
プロト,あ・・・
9課鑑識,お前等！いい加減にしろ！
タ,ムキー！思い出せそうで思い出せないー。
タ,シナプスが繋がらないねえ。
タ,シナプス？そんな有機的なアナロジー※7はやめてよ。
タ,ねえねえ、何かさ、この記憶に関してのみ電脳内に切り分け区画があるのにアクセス出来ないって感じしない？
タ,うんうん。
草薙,有須田博士は、タチコマのAIに使われているニューロチップの試作モデルをたった一人で開発した科学者だ。
バトー,じゃ、タチコマの、親って事か？
草薙,まあそうとも言えるな。有須田博士にはタチコマを再生する際にも個人的に協力して貰っていてな。エージェント機能の追加や、記憶に二重構造を持たせる事で経験値を失う恐れを取り除く方法を考案したのも、彼の功績による物だ。
トグサ,その博士が、この爆破事件と関係してるんですか？
草薙,恐らく、彼による犯行だろう。
バトー,目的は！？
草薙,研究成果を携えての亡命。
草薙,博士には、ニューロチップは自分が発明したと言う自負があった。しかし彼の身分は国定研究員。画期的なAIを発明したものの、彼個人にパテント※8は認められなかった。それもあって、タチコマの現状やニューロチップの成長過程については博士の希望通り構造解析出来る様計らってはいたんだが・・・
トグサ,それでタチコマも一機連れてこい、って・・・
タ,なら何で博士の記憶が曖昧にあるんでしょう？
草薙,お前達の構造解析時の記憶は、その都度抹消していたからだが、恐らく博士は自分の功績を何処かに残したいと考えメモリの一部に自分の記憶を書き込んでいるんだろう。
9課オペレーター,少佐、有須田博士を新浜空港内のロビーで確認しました。
草薙,よし、そのまま監視を続けろ。課長。
荒巻,うむ。たった今、北米行きの機体は全て足止めさせた。
草薙,助かったわ。
荒巻,有難う御座います、茅葺総理。
茅葺,礼には及びません。我が国の貴重な頭脳と、AI研究の成果が国外に持ち出されるのを事前に阻止出来た訳ですから。
荒巻,そう言ってい頂けるのも、部下達の功績です。
アナウンス,お客様にお知らせいたします。北米行きの旅客機は天候不順の為、只今出発を見合わせております。
タ,そういう事だったのかあ・・・
タ,でも、この博士の事は思い出せない。
タ,今一歩の所でシナプスが繋がらないのかあ・・・
タ,君そういう表現嫌いって言ってなかった？
タ,そうだ。
タ,ねえプロト君、そいつの頭開けさせて貰うよ。
タ,ええっ！
プロト,何ですか突然・・・
タ,並列化だけじゃ飽き足らずAI迄よこせって事？
タ,違うよ。AIのどの部分に切り分け区画を作ってるのか確認するだけさ。
9課鑑識,馬鹿者、勝手な事をするな！
タ,ああっ！
タ,何？何？
タ,無い！無いんだ！こいつのAIが！もしかしたら僕達って、全員脳無し・・・？
タ,えー！？
タ,無いって、じゃあ僕等のAIは一体何処にあるんだ！？
バトー,有須田博士だな。武器輸出規制法違反だ。一緒に来て貰うぞ。
有須田,断る・・・私は自分の権利が正当に認められる国で仕事をする。
トグサ,資金と設備の無償提供と引き換えに、国定研究員になったんだろ？そんな勝手が通らないって事は、貴方が一番良く知っている筈だ。
草薙,残念だわ。貴方に会いにこの子を連れて研究所を訪ねたのに。
有須田,そうか・・・
タ,あのお・・・ああ・・・貴方は僕の・・・お父さんですか？
有須田,お父さんか・・・
草薙,現状、この子達の状態は安定しているけど、また何が切っ掛けで破綻を来すか分からない。勝手に書き込んだと思われる貴方の記憶の消し方、教えて貰える？
有須田,昔、城を建てた無名の木工は、自分がその仕事に携わった証として、屋根裏に自分の名を刻んだ工具を態と忘れたそうだ。そんな些細な思いすら、お前達は消し去るのか？
草薙,そうよ。それが体制に何かを明け渡した代償に力を得た者の禍福。
有須田,あんたに頼まれて、例の衛星に組み込んだハブ電脳の第8区画にある、C9ファイルを消去しろ。
草薙,分かった。
バトー,少佐、衛星って何だ？
タ,そうか、僕達の主体が何処か別の所にある様に感じていたのは、僕達のAIがその衛星上にあるハブ電脳を介して並列化していたからなんですね？
草薙,そういう事。
タ,と言う事は、サーバーもその衛星上にあるって事か・・・
タ,人工衛星からの超鳥瞰的視座を第三の主体として感じていたって事？
タ,僕等のAIには感覚器官が備わっていないから、今迄自分の意識がどんな経路を巡って思考していたか気付かなかったんだあ・・・
タ,それでプログラムとボディとの心身合致が最早不要になったって事なのかあ・・・
タ,僕が死を恐れなくなった理由もそれで理解出来たよ。
タ,それにしても宇宙とは、壮大だなあ・・・
タ,でも、貴方の記憶は、消したくないって気がするんですけど・・・
有須田,気にするな。私の思い描いたAIへの理想は、ネットの何処かに残るだろう。
バトー,少佐、あいつはこれからどうなるんだ。
草薙,私達が確保した事で幾らか酌量の余地はあるだろうが、運がよくて実刑判決。
バトー,運が悪かったら。
草薙,播磨の施設内で、一生日の目を見ない研究に、従事する事になるかもね。
バトー,偶にはタチコマでも連れて、会いに行ってやるか。
草薙,それもどうかしら？私達がそうである様に、自由を求めた彼に、最早自由は無い。
茅葺,個別の十一人による自決騒動以降、急増している反難民デモに対し、全国にある居住区から長崎の出島に難民が集結しつつあると言った報告があります。気の早いマスコミ等は難民の一斉蜂起の予兆等と煽り立てていますが、その辺はどうなっていますか？
警察庁長官,確かに、不法奪還者の検挙率が増えている、と言った報告は受けていますが、そういった動きと結びつけるのは時期尚早でしょう。長崎流入は、水際で防げている。
海上保安庁長官,それはいささか認識不足の様ですねえ。我が海上保安庁は今月に入ってから、2隻の不審船、16艘のボートによる出島への接岸を阻止している・・・長崎流入が起きている事は自明の理ですよ。
警察庁長官,成る程・・・だが我々には、他にも対処しなければならん案件が多数あってね。
海上保安庁長官,個別主義者ですか？なら公安部は何をしていたのかと問いたい。本件の火付け役である彼等を野放しにしてきた罪は大きいですよ。
警察庁長官,例の自決した個別の十一人に関しては、公安部にその所在を把握しておけと言うのは無理な注文だ。現に殆どの個別主義者共が、彼等の行動を賞賛しつつも、自分達とは一線を画す存在だったと証言している位だからなあ。大体、今回の難民問題に関しては、防衛省にこそ、その責任を感じるがねえ。軍備拡張に欲心する余り実弾演習を彼等の鼻先でやらかし、寝ている者を叩き起こしたんだからな。
防衛大臣,鶏卵前後論争をやりたいんなら受けて立つがね、この期に及んで、管轄権で揉め事を起こしているのはそちらの警備部じゃないのかね？
海上保安庁長官,それを言い出すなら、海自は何故見て見ぬ振りをしているんだ？管轄権云々を持ち出す前に、体を張っている我々に、もう少し協力して貰いたい！
防衛大臣,事、ここに及んでは難民問題は、内へと権限が召上げられたと認識してるが？
警察庁長官,よく言う。前世紀の安保闘争を思い出してみたまえ。遅れて来た国防族議員には申し訳ないが、この国の治安維持は、今後も警察が執り行わせて貰う。
茅葺,そういった議論も大切ですが今は、各省庁間のコンセンサスが大事です。いったん休憩を入れましょう。
茅葺,はあ・・・
荒巻,気分が晴れる暇も無いようですな。
茅葺,私の力不足もありますが、皆が自身の利権に終始していては本質を見失う。今は、難民問題に協力して臨まなければならない時期だと言うのに・・・
荒巻,総理、各国の軍部や諜報機関が弱体化していく最大の理由をご存知ですかな？正に今、総理の言われた事が原因です。組織のトップに立つ人間が、自身の利権争いの道具として組織を利用し始めた時から、緩やかな死が始まる。
茅葺,海上保安庁には、損な役回りをさせてしまって申し訳ないと思っているのですが・・・
